the_geom,sec,dem,eleccion,ln,pe,pan,pri,prd,pvem,pt,mc,morena,elige,pes,rsp,fxm,pt_morena,cnr,nulos,total_emitida,max,2max,3max,marg_1_2,marg_p_1_2,mar_2_3,marg_p_2_3,part_p,pan_p,pri_p,prd_,pvem_p,pt_p,mc_p,morena_p,elige_p,pes_p,rsp_p,fxm_p,pt_morena_p,cnr_p,nulos_p,totales_p,max_p,max2_p,max3_p,1er,2ndo,3er,coal_pan_p,coal_pri_p,coal_prd_,coal_pvem_p,coal_mc_p,coal_morena_pt,agregado_otros_p,coal_totales_p,max_coal,max2_coal,max3_coal,1er_coal,2ndo_coal,3er_coal%
0106000020E6100000010000000103000000010000000F000000DC32C22453C958C03C8684F5E8653340A6E2E23256C958C0C89902AA896533405D60333A58C958C026C14B824D65334073EC6A5859C958C0D35245522B653340528310EB4EC958C0A162CD26256533406A8B262D44C958C029179FCB1E65334031BDA2D43EC958C05C3DD4A11B653340287DFF3338C958C023C0DBB5176533402EDC188D34C958C021B7372277653340B0DC286332C958C07EC3A185AD653340D3A30D6D30C958C0B7096E0BE0653340DEB1F85A3CC958C01D6FE493E6653340E9F5507946C958C0FD9C4697ED653340DE1CF3B652C958C0E71C2A13F6653340DC32C22453C958C03C8684F5E8653340,4289,BENITO JUAREZ,2021,1222,1233,455,54,10,9,2,11,193,2,2,1,4,2,1,9,755,455,193,54,262,0.3470198675,139,0.18410596,0.6178396072,60.26%,7.15%,1.32%,1.19%,0.26%,1.46%,25.56%,0.26%,0.26%,0.13%,0.53%,0.26%,0.13%,1.19%,100.00%,60.26%,25.56%,7.15%,PAN,MORENA,PRI,60.26%,7.15%,1.32%,1.19%,1.46%,26.09%,2.52%,100.00%,60.26%,26.09%,7.15%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000000F000000D415098A7BC958C0DC5714B0F865334026DB88C37BC958C01D16E0E1EC653340F717A0077FC958C0DF84B68D39653340ED11CF4C7CC958C020351BE237653340F00EECDB70C958C022E184E1326533400940A4A164C958C0AB8B2BF32E65334073EC6A5859C958C0D35245522B6533405D60333A58C958C026C14B824D653340A6E2E23256C958C0C89902AA89653340DC32C22453C958C03C8684F5E8653340DE1CF3B652C958C0E71C2A13F66533406C2A19E35FC958C0D8940EEBF6653340AE533F0F6DC958C052DDE4C2F765334017637FAB78C958C09C5E2688F8653340D415098A7BC958C0DC5714B0F8653340,4290,BENITO JUAREZ,2021,1596,1614,658,56,11,7,6,15,198,3,2,7,6,5,1,17,992,658,198,56,460,0.4637096774,142,0.143145161,0.6215538847,66.33%,5.65%,1.11%,0.71%,0.60%,1.51%,19.96%,0.30%,0.20%,0.71%,0.60%,0.50%,0.10%,1.71%,100.00%,66.33%,19.96%,5.65%,PAN,MORENA,PRI,66.33%,5.65%,1.11%,0.71%,1.51%,21.07%,3.63%,100.00%,66.33%,21.07%,5.65%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000011000000DC1E3D64B3C958C012E28C9EFA653340BBCF829AB3C958C089311D65EF653340D815EEC1B6C958C01E499967486533407A20DC3AACC958C0CD8089274565334018D5BDB3A9C958C002918F59446533401FDFB51A9FC958C042D71A0942653340B975198A93C958C00AF01B3F3F653340AA0B6A8C88C958C053AA7A323D653340F717A0077FC958C0DF84B68D3965334026DB88C37BC958C01D16E0E1EC653340D415098A7BC958C0DC5714B0F8653340475C521385C958C03CF46F12F965334043AF1FCB8FC958C055CB0181F965334024C086179BC958C041327EF5F96533406EEB43A0A5C958C0ED98CE3EFA6533406EADB613A9C958C0E587C856FA653340DC1E3D64B3C958C012E28C9EFA653340,4291,BENITO JUAREZ,2021,1864,1889,837,58,10,10,8,17,200,2,1,3,7,2,1,17,1173,837,200,58,637,0.5430520034,142,0.121057118,0.6292918455,71.36%,4.94%,0.85%,0.85%,0.68%,1.45%,17.05%,0.17%,0.09%,0.26%,0.60%,0.17%,0.09%,1.45%,100.00%,71.36%,17.05%,4.94%,PAN,MORENA,PRI,71.36%,4.94%,0.85%,0.85%,1.45%,17.90%,2.64%,100.00%,71.36%,17.90%,4.94%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000011000000DC1E3D64B3C958C012E28C9EFA65334035E99037B8C958C0A7058F7CFA653340DFA604F5BBC958C080322962FA6533403D97B1F6BDC958C0CD0A0354FA65334002B4FF16C9C958C003A58505FA65334006CA5A83D3C958C0CDB2F3BBF965334092E3DE13E0C958C07A1BE03FFA65334054DF0EA2E0C958C0B4E7E5D0EF653340BC7B73A2D3C958C0AE3312BEEF6533401DA1546FD4C958C0CEF0D111C2653340575429A0D4C958C032532B6DB7653340CCF66C77D6C958C00059F9B150653340E4964CC4CBC958C0B54C52D34E6533400DD80617C1C958C048E3ED324B653340D815EEC1B6C958C01E49996748653340BBCF829AB3C958C089311D65EF653340DC1E3D64B3C958C012E28C9EFA653340,4292,BENITO JUAREZ,2021,1020,1033,411,26,5,2,1,10,156,1,5,2,2,0,2,13,636,411,156,26,255,0.4009433962,130,0.204402516,0.6235294118,64.62%,4.09%,0.79%,0.31%,0.16%,1.57%,24.53%,0.16%,0.79%,0.31%,0.31%,0.00%,0.31%,2.04%,100.00%,64.62%,24.53%,4.09%,PAN,MORENA,PRI,64.62%,4.09%,0.79%,0.31%,1.57%,24.69%,3.93%,100.00%,64.62%,24.69%,4.09%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000000F000000CD18A86528CA58C085CE176B0666334003362B9728CA58C05EAECDE2FD653340B7D2F2FD2BCA58C02862E4D267653340E133AEA620CA58C03F300BA664653340930BC52215CA58C0B439F16F61653340517C591B0ACA58C0EAAF13565E6533405707749305CA58C0048357A05D653340FC1BEEA2FCC958C04B5C073A5C6533405A8C40CDFBC958C07432F68D816533409381E653F9C958C0EF67A364F065334035245020F9C958C02A31278FFB653340D96890E006CA58C0E0E1ABBFFE65334025443B1012CA58C095B284520166334026FD0B881DCA58C0894D320004663340CD18A86528CA58C085CE176B06663340,4293,BENITO JUAREZ,2021,973,987,433,32,4,4,5,14,116,0,1,0,3,5,2,5,624,433,116,32,317,0.5080128205,84,0.134615385,0.6413155190,69.39%,5.13%,0.64%,0.64%,0.80%,2.24%,18.59%,0.00%,0.16%,0.00%,0.48%,0.80%,0.32%,0.80%,100.00%,69.39%,18.59%,5.13%,PAN,MORENA,PRI,69.39%,5.13%,0.64%,0.64%,2.24%,20.19%,1.76%,100.00%,69.39%,20.19%,5.13%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000000B000000BB19090A4ACA58C0C70D87DD0F6633404A87BB3F4ACA58C0F07E1B7306663340AB57CB8D4DCA58C0D9306012726533401AFBCC7842CA58C0648E3C766E6533406C7E3DE636CA58C089E20E8D6A653340B7D2F2FD2BCA58C02862E4D26765334003362B9728CA58C05EAECDE2FD653340CD18A86528CA58C085CE176B06663340CDA3EDA833CA58C04067C34E0A66334051B6614D3FCA58C0D92DFA400E663340BB19090A4ACA58C0C70D87DD0F663340,4294,BENITO JUAREZ,2021,816,827,385,27,2,2,1,6,82,1,1,1,0,2,1,5,516,385,82,27,303,0.5872093023,55,0.106589147,0.6323529412,74.61%,5.23%,0.39%,0.39%,0.19%,1.16%,15.89%,0.19%,0.19%,0.19%,0.00%,0.39%,0.19%,0.97%,100.00%,74.61%,15.89%,5.23%,PAN,MORENA,PRI,74.61%,5.23%,0.39%,0.39%,1.16%,16.47%,1.74%,100.00%,74.61%,16.47%,5.23%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000000F000000B7D2F2FD2BCA58C02862E4D2676533404FC5E9202ECA58C0505E738BEE64334096F8CC652DCA58C021354E39E76433404A8866FA22CA58C0EE5304A6E5643340BCD020A017CA58C077002F8DE2643340E0CAF89C0CCA58C04BA6128CDF643340FD293B80FEC958C0FBB965B2DB643340F5251439FDC958C0667172B933653340DDD7851FFDC958C03E15C4993A653340FC1BEEA2FCC958C04B5C073A5C6533405707749305CA58C0048357A05D653340517C591B0ACA58C0EAAF13565E653340930BC52215CA58C0B439F16F61653340E133AEA620CA58C03F300BA664653340B7D2F2FD2BCA58C02862E4D267653340,4295,BENITO JUAREZ,2021,914,926,360,36,5,1,3,4,130,3,2,1,5,4,0,5,559,360,130,36,230,0.4114490161,94,0.168157424,0.6115973742,64.40%,6.44%,0.89%,0.18%,0.54%,0.72%,23.26%,0.54%,0.36%,0.18%,0.89%,0.72%,0.00%,0.89%,100.00%,64.40%,23.26%,6.44%,PAN,MORENA,PRI,64.40%,6.44%,0.89%,0.18%,0.72%,24.51%,2.86%,100.00%,64.40%,24.51%,6.44%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000012000000FC1BEEA2FCC958C04B5C073A5C653340DDD7851FFDC958C03E15C4993A653340F5251439FDC958C0667172B933653340FD293B80FEC958C0FBB965B2DB643340295C58ADF1C958C04B3F6DC0D8643340C37335D2E5C958C0AC8A4E07D664334034913B3BD9C958C06E41FE22D36433405B7A4CDED2C958C0E3A9868ED26433400C74DB83CEC958C09ECCF128D264334085AC444FC4C958C0589A1259B3643340DC049ECCBAC958C061B95EBC98643340D815EEC1B6C958C01E499967486533400DD80617C1C958C048E3ED324B653340E4964CC4CBC958C0B54C52D34E653340CCF66C77D6C958C00059F9B1506533406D7BAF87E3C958C004C89486546533406B2DD58AEFC958C076D3071158653340FC1BEEA2FCC958C04B5C073A5C653340,4296,BENITO JUAREZ,2021,1505,1528,654,58,8,0,8,22,197,3,3,1,4,2,0,17,977,654,197,58,457,0.4677584442,139,0.142272262,0.6491694352,66.94%,5.94%,0.82%,0.00%,0.82%,2.25%,20.16%,0.31%,0.31%,0.10%,0.41%,0.20%,0.00%,1.74%,100.00%,66.94%,20.16%,5.94%,PAN,MORENA,PRI,66.94%,5.94%,0.82%,0.00%,2.25%,21.19%,2.87%,100.00%,66.94%,21.19%,5.94%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000011000000D815EEC1B6C958C01E49996748653340DC049ECCBAC958C061B95EBC9864334080025246B2C958C023ED01197E6433401712BEFBAFC958C0428EB2FB82643340EB0FB9BDADC958C045ADD88C82643340D36E6714ACC958C08C9B7AC3816433405720E4CBA9C958C03662F1CD7D64334034E653C9A1C958C0462953BCA06433408123A33A95C958C0356F187FD7643340EFD6427B89C958C0D1C9ABB90A653340F717A0077FC958C0DF84B68D39653340AA0B6A8C88C958C053AA7A323D653340B975198A93C958C00AF01B3F3F6533401FDFB51A9FC958C042D71A094265334018D5BDB3A9C958C002918F59446533407A20DC3AACC958C0CD80892745653340D815EEC1B6C958C01E49996748653340,4297,BENITO JUAREZ,2021,1459,1478,627,58,11,6,6,10,201,8,2,0,3,2,0,14,948,627,201,58,426,0.4493670886,143,0.150843882,0.6497601097,66.14%,6.12%,1.16%,0.63%,0.63%,1.05%,21.20%,0.84%,0.21%,0.00%,0.32%,0.21%,0.00%,1.48%,100.00%,66.14%,21.20%,6.12%,PAN,MORENA,PRI,66.14%,6.12%,1.16%,0.63%,1.05%,22.05%,2.85%,100.00%,66.14%,22.05%,6.12%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000012000000F717A0077FC958C0DF84B68D39653340EFD6427B89C958C0D1C9ABB90A6533408123A33A95C958C0356F187FD764334034E653C9A1C958C0462953BCA06433405720E4CBA9C958C03662F1CD7D643340EF8CFE02A8C958C0D853BC0A77643340CDDF866C97C958C0673D499678643340BA3B0BAE8CC958C0AEDA70967964334093FF31EB81C958C069D1D3997A64334046C0927274C958C064DFF27A7C643340F68CE49069C958C0BB8D88FF7D643340704A8DF85EC958C0CA919F147F6433409371198F5BC958C0DF20B78EE764334073EC6A5859C958C0D35245522B6533400940A4A164C958C0AB8B2BF32E653340F00EECDB70C958C022E184E132653340ED11CF4C7CC958C020351BE237653340F717A0077FC958C0DF84B68D39653340,4298,BENITO JUAREZ,2021,984,989,312,45,6,3,7,7,159,4,1,0,2,3,1,12,562,312,159,45,153,0.2722419929,114,0.202846975,0.5711382114,55.52%,8.01%,1.07%,0.53%,1.25%,1.25%,28.29%,0.71%,0.18%,0.00%,0.36%,0.53%,0.18%,2.14%,100.00%,55.52%,28.29%,8.01%,PAN,MORENA,PRI,55.52%,8.01%,1.07%,0.53%,1.25%,30.07%,3.56%,100.00%,55.52%,30.07%,8.01%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000000E0000009371198F5BC958C0DF20B78EE7643340704A8DF85EC958C0CA919F147F6433400E3F24E853C958C0AE5799DB81643340E023ADB24AC958C0039B532B84643340C814C6684EC958C0704ADCFA416433400771100748C958C08066CF8E3E643340B1BAC44F41C958C0B3D2D8F43A6433403FC7E55C3EC958C0AAB4DE2984643340287DFF3338C958C023C0DBB51765334031BDA2D43EC958C05C3DD4A11B6533406A8B262D44C958C029179FCB1E653340528310EB4EC958C0A162CD262565334073EC6A5859C958C0D35245522B6533409371198F5BC958C0DF20B78EE7643340,4299,BENITO JUAREZ,2021,1340,1348,459,63,13,7,6,16,200,6,0,3,4,3,1,16,797,459,200,63,259,0.3249686324,137,0.171894605,0.5947761194,57.59%,7.90%,1.63%,0.88%,0.75%,2.01%,25.09%,0.75%,0.00%,0.38%,0.50%,0.38%,0.13%,2.01%,100.00%,57.59%,25.09%,7.90%,PAN,MORENA,PRI,57.59%,7.90%,1.63%,0.88%,2.01%,26.22%,3.76%,100.00%,57.59%,26.22%,7.90%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000000F000000287DFF3338C958C023C0DBB5176533403FC7E55C3EC958C0AAB4DE298464334031D14C2637C958C0CBB5F02F806433400DC4ADEA2FC958C05761300A7C643340A22B2D2332C958C08DE273404964334055E9CE162BC958C05251A7C745643340ACD6497824C958C0D931510842643340BF6FD70125C958C047CE365633643340517AEF0916C958C095466EF02B643340626E68DF13C958C0C2FD106F6C6433400125B68A13C958C0812AADFF82643340A1ADA4330EC958C0C4FC1B1600653340DDDE7CC31CC958C0E2B7EF46086533404FE951012AC958C00BE492B90F653340287DFF3338C958C023C0DBB517653340,4300,BENITO JUAREZ,2021,1761,1776,720,66,9,7,11,14,265,4,3,2,5,2,0,15,1123,720,265,66,455,0.4051647373,199,0.177203918,0.6377058489,64.11%,5.88%,0.80%,0.62%,0.98%,1.25%,23.60%,0.36%,0.27%,0.18%,0.45%,0.18%,0.00%,1.34%,100.00%,64.11%,23.60%,5.88%,PAN,MORENA,PRI,64.11%,5.88%,0.80%,0.62%,1.25%,24.76%,2.58%,100.00%,64.11%,24.76%,5.88%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000000F000000A1ADA4330EC958C0C4FC1B16006533400125B68A13C958C0812AADFF82643340626E68DF13C958C0C2FD106F6C6433404488F8F00CC958C0BE9862B068643340CC89010B00C958C0D88F61B861643340C420FED4EEC858C0F11BC76B58643340A529CB91D9C858C0C45EA0EE4C6433400C245163D8C858C091AA549C6D643340259E2837D8C858C0222BA06172643340CC71FC5AD4C858C045BE6E23DD6433407AD80FBED8C858C0E251FBC9DF64334065227669E4C858C019F3E6D6E6643340C098FE66F0C858C0BFE96515EE643340DA5BFB4BFFC858C043E1FB14F7643340A1ADA4330EC958C0C4FC1B1600653340,4301,BENITO JUAREZ,2021,1958,1979,722,77,9,8,8,16,301,3,2,10,13,4,2,21,1196,722,301,77,421,0.3520066890,224,0.18729097,0.6108273749,60.37%,6.44%,0.75%,0.67%,0.67%,1.34%,25.17%,0.25%,0.17%,0.84%,1.09%,0.33%,0.17%,1.76%,100.00%,60.37%,25.17%,6.44%,PAN,MORENA,PRI,60.37%,6.44%,0.75%,0.67%,1.34%,26.17%,4.26%,100.00%,60.37%,26.17%,6.44%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000015000000517AEF0916C958C095466EF02B6433407204E44B17C958C0AA05D8EC0964334041C88B8918C958C07BCFAA62E86333406924804719C958C0DAB2DDAAD463334012E25CE505C958C07B7A4CF9CA63334029EBC76906C958C03A6B1F47BC63334068A3554200C958C0253F7B58B963334096F77238FAC858C022B7E977B66333401A8D11CEF4C858C006AE54E3B3633340EF4C77EEF4C858C0B083D53BB1633340662A61C3DFC858C08CE5CBB7A563334095C7EB68DEC858C075236941CA6333405B7965BEDCC858C04B0B933CF7633340A5A39871DCC858C0648AFB55FF633340761D80FADBC858C08CB041E50B643340A529CB91D9C858C0C45EA0EE4C643340C420FED4EEC858C0F11BC76B58643340CC89010B00C958C0D88F61B8616433404488F8F00CC958C0BE9862B068643340626E68DF13C958C0C2FD106F6C643340517AEF0916C958C095466EF02B643340,4302,BENITO JUAREZ,2021,1617,1629,658,52,15,6,4,11,210,1,5,8,3,7,2,26,1008,658,210,52,448,0.4444444444,158,0.156746032,0.6233766234,65.28%,5.16%,1.49%,0.60%,0.40%,1.09%,20.83%,0.10%,0.50%,0.79%,0.30%,0.69%,0.20%,2.58%,100.00%,65.28%,20.83%,5.16%,PAN,MORENA,PRI,65.28%,5.16%,1.49%,0.60%,1.09%,21.92%,4.46%,100.00%,65.28%,21.92%,5.16%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000024000000A22B2D2332C958C08DE273404964334021910EFD32C958C0201B183833643340F10BAE5735C958C0E0AE59E8F76333407914E0453CC958C025BE3CDEFB633340E8D78D993DC958C097780B11DA633340C4F50B1A40C958C056F19A549A63334076FBEF5939C958C037A263E295633340DD16959B32C958C0545FC7DE91633340B5248C752BC958C0A21AD7708E6333407716A41225C958C0D441529D8B6333405B26798E1CC958C0B6B2CA0C87633340B6D1A03413C958C06F64ABBF816333400A0BE25910C958C0D2FA6221806333409A0DB39F08C958C00A26E0BF7B633340C297486502C958C0C43DED3778633340F938EB85FCC858C0D22496E3746333406464F4CDF9C858C0E384FF5873633340AD9CFD15F7C858C0E15469CE71633340A42EA05FF4C858C04490E21A706333404D4FFD06E2C858C06C74D57367633340AB5F8236E1C858C0730E4CD97D633340662A61C3DFC858C08CE5CBB7A5633340EF4C77EEF4C858C0B083D53BB16333401A8D11CEF4C858C006AE54E3B363334096F77238FAC858C022B7E977B663334068A3554200C958C0253F7B58B963334029EBC76906C958C03A6B1F47BC63334012E25CE505C958C07B7A4CF9CA6333406924804719C958C0DAB2DDAAD463334041C88B8918C958C07BCFAA62E86333407204E44B17C958C0AA05D8EC09643340517AEF0916C958C095466EF02B643340BF6FD70125C958C047CE365633643340ACD6497824C958C0D93151084264334055E9CE162BC958C05251A7C745643340A22B2D2332C958C08DE2734049643340,4303,BENITO JUAREZ,2021,1565,1586,588,48,4,11,7,11,256,1,8,3,5,2,0,23,967,588,256,48,332,0.3433298862,208,0.215098242,0.6178913738,60.81%,4.96%,0.41%,1.14%,0.72%,1.14%,26.47%,0.10%,0.83%,0.31%,0.52%,0.21%,0.00%,2.38%,100.00%,60.81%,26.47%,4.96%,PAN,MORENA,PRI,60.81%,4.96%,0.41%,1.14%,1.14%,27.40%,4.14%,100.00%,60.81%,27.40%,4.96%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000015000000E023ADB24AC958C0039B532B846433400E3F24E853C958C0AE5799DB81643340704A8DF85EC958C0CA919F147F64334018C45C9762C958C053A9520C0C6433403B36A97F65C958C0428D0EDAAF63334055E7319D56C958C07CB0C7BFA76333406846E4664FC958C0D0CA0F14A36333408961C39D47C958C0A37F1FCB9E633340C4F50B1A40C958C056F19A549A633340E8D78D993DC958C097780B11DA6333407914E0453CC958C025BE3CDEFB633340F10BAE5735C958C0E0AE59E8F763334021910EFD32C958C0201B183833643340A22B2D2332C958C08DE27340496433400DC4ADEA2FC958C05761300A7C64334031D14C2637C958C0CBB5F02F806433403FC7E55C3EC958C0AAB4DE2984643340B1BAC44F41C958C0B3D2D8F43A6433400771100748C958C08066CF8E3E643340C814C6684EC958C0704ADCFA41643340E023ADB24AC958C0039B532B84643340,4304,BENITO JUAREZ,2021,1300,1315,561,38,3,4,8,10,153,2,1,5,3,4,2,21,815,561,153,38,408,0.5006134969,115,0.141104294,0.6269230769,68.83%,4.66%,0.37%,0.49%,0.98%,1.23%,18.77%,0.25%,0.12%,0.61%,0.37%,0.49%,0.25%,2.58%,100.00%,68.83%,18.77%,4.66%,PAN,MORENA,PRI,68.83%,4.66%,0.37%,0.49%,1.23%,20.25%,4.17%,100.00%,68.83%,20.25%,4.66%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000000A000000704A8DF85EC958C0CA919F147F643340F68CE49069C958C0BB8D88FF7D64334046C0927274C958C064DFF27A7C64334093FF31EB81C958C069D1D3997A643340E10A595485C958C0EE7A6401C363334019F4D77E77C958C09AC265AEBA633340A15918ED6FC958C04AFD6620B66333403B36A97F65C958C0428D0EDAAF63334018C45C9762C958C053A9520C0C643340704A8DF85EC958C0CA919F147F643340,4305,BENITO JUAREZ,2021,1346,1361,569,64,6,5,8,16,169,2,5,4,4,2,0,13,867,569,169,64,400,0.4613610150,105,0.121107266,0.6441307578,65.63%,7.38%,0.69%,0.58%,0.92%,1.85%,19.49%,0.23%,0.58%,0.46%,0.46%,0.23%,0.00%,1.50%,100.00%,65.63%,19.49%,7.38%,PAN,MORENA,PRI,65.63%,7.38%,0.69%,0.58%,1.85%,20.65%,3.23%,100.00%,65.63%,20.65%,7.38%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000001B0000001712BEFBAFC958C0428EB2FB8264334080025246B2C958C023ED01197E6433405B13C571B4C958C029543ADB7664334026D89B69B5C958C0AE61AA1370643340FB29D510B6C958C0E63E77EB5A643340BE90E4ADB6C958C09A5E680C4764334097900826B6C958C0791427413E64334005CB9E69B5C958C0328C5BC6376433402C2C362CB4C958C02E5F1E51336433405E002602BDC958C090400E7AFB633340B5B72EC7C0C958C0DD61A7A5E36333408F24B2BDBDC958C086C9C9FAE163334051F52A82B2C958C0AF8DFECFDB633340902E96FFAFC958C08D852F6FDA63334050F944CDA5C958C00E5AF5D5D463334067F86A319BC958C05ECABE02CF6333403974586793C958C0A258CABBCA63334079B7BCF78FC958C0D983CED8C8633340E10A595485C958C0EE7A6401C363334093FF31EB81C958C069D1D3997A643340BA3B0BAE8CC958C0AEDA709679643340CDDF866C97C958C0673D499678643340EF8CFE02A8C958C0D853BC0A776433405720E4CBA9C958C03662F1CD7D643340D36E6714ACC958C08C9B7AC381643340EB0FB9BDADC958C045ADD88C826433401712BEFBAFC958C0428EB2FB82643340,4306,BENITO JUAREZ,2021,1483,1495,624,55,12,8,5,16,204,6,1,1,2,2,1,9,946,624,204,55,420,0.4439746300,149,0.157505285,0.6378961564,65.96%,5.81%,1.27%,0.85%,0.53%,1.69%,21.56%,0.63%,0.11%,0.11%,0.21%,0.21%,0.11%,0.95%,100.00%,65.96%,21.56%,5.81%,PAN,MORENA,PRI,65.96%,5.81%,1.27%,0.85%,1.69%,22.30%,2.11%,100.00%,65.96%,22.30%,5.81%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000001400000034913B3BD9C958C06E41FE22D364334099676292DDC958C0345B5251F5633340E70A1FAFD2C958C01B8AD3A2EE633340CF74F525C8C958C04BFE962BE863334060946A75C3C958C0D336CE4AE5633340B5B72EC7C0C958C0DD61A7A5E36333405E002602BDC958C090400E7AFB6333402C2C362CB4C958C02E5F1E513364334005CB9E69B5C958C0328C5BC63764334097900826B6C958C0791427413E643340BE90E4ADB6C958C09A5E680C47643340FB29D510B6C958C0E63E77EB5A64334026D89B69B5C958C0AE61AA13706433405B13C571B4C958C029543ADB7664334080025246B2C958C023ED01197E643340DC049ECCBAC958C061B95EBC9864334085AC444FC4C958C0589A1259B36433400C74DB83CEC958C09ECCF128D26433405B7A4CDED2C958C0E3A9868ED264334034913B3BD9C958C06E41FE22D3643340,4307,BENITO JUAREZ,2021,1214,1234,567,37,4,6,7,13,163,2,3,2,2,6,1,18,831,567,163,37,404,0.4861612515,126,0.151624549,0.6845140033,68.23%,4.45%,0.48%,0.72%,0.84%,1.56%,19.61%,0.24%,0.36%,0.24%,0.24%,0.72%,0.12%,2.17%,100.00%,68.23%,19.61%,4.45%,PAN,MORENA,PRI,68.23%,4.45%,0.48%,0.72%,1.56%,21.18%,3.37%,100.00%,68.23%,21.18%,4.45%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000009000000FD293B80FEC958C0FBB965B2DB6433406889BFE102CA58C08D25BE430A64334061A63CFDF5C958C019979631036433409B2EDA08EAC958C0F14465A2FC63334099676292DDC958C0345B5251F563334034913B3BD9C958C06E41FE22D3643340C37335D2E5C958C0AC8A4E07D6643340295C58ADF1C958C04B3F6DC0D8643340FD293B80FEC958C0FBB965B2DB643340,4308,BENITO JUAREZ,2021,1656,1673,686,67,6,6,8,19,203,4,2,2,5,7,0,15,1030,686,203,67,483,0.4689320388,136,0.132038835,0.6219806763,66.60%,6.50%,0.58%,0.58%,0.78%,1.84%,19.71%,0.39%,0.19%,0.19%,0.49%,0.68%,0.00%,1.46%,100.00%,66.60%,19.71%,6.50%,PAN,MORENA,PRI,66.60%,6.50%,0.58%,0.58%,1.84%,21.17%,2.72%,100.00%,66.60%,21.17%,6.50%,PAN,MORENA_PT,PRI
0106000020E610000001000000010300000001000000090000004A8866FA22CA58C0EE5304A6E5643340C8862FC826CA58C0451754051F643340793C3A461BCA58C00FA16C5E1864334013CD156610CA58C0B72B63C5136433406889BFE102CA58C08D25BE430A643340FD293B80FEC958C0FBB965B2DB643340E0CAF89C0CCA58C04BA6128CDF643340BCD020A017CA58C077002F8DE26433404A8866FA22CA58C0EE5304A6E5643340,4309,BENITO JUAREZ,2021,1645,1663,691,75,13,12,8,14,215,1,6,1,11,3,1,13,1064,691,215,75,476,0.4473684211,140,0.131578947,0.6468085106,64.94%,7.05%,1.22%,1.13%,0.75%,1.32%,20.21%,0.09%,0.56%,0.09%,1.03%,0.28%,0.09%,1.22%,100.00%,64.94%,20.21%,7.05%,PAN,MORENA,PRI,64.94%,7.05%,1.22%,1.13%,1.32%,21.24%,3.10%,100.00%,64.94%,21.24%,7.05%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000000F0000004FC5E9202ECA58C0505E738BEE64334008E18DB531CA58C0F6DE0AD5E664334016D7A12939CA58C0957918C7D66433403F49336345CA58C081E1CCE0BA643340A2B5ADA445CA58C0BE74FDDDAE6433401DEB358346CA58C065CE74A47B64334021F84FD546CA58C0EE0FD6FF5F6433406538B1CE49CA58C01045763A36643340E9B084443DCA58C05E963D3F2C6433401D718CE932CA58C08A86150124643340DE38965C31CA58C06D92015E23643340C8862FC826CA58C0451754051F6433404A8866FA22CA58C0EE5304A6E564334096F8CC652DCA58C021354E39E76433404FC5E9202ECA58C0505E738BEE643340,4310,BENITO JUAREZ,2021,1133,1148,480,31,8,7,5,21,130,4,3,4,3,0,1,10,707,480,130,31,350,0.4950495050,99,0.140028289,0.6240070609,67.89%,4.38%,1.13%,0.99%,0.71%,2.97%,18.39%,0.57%,0.42%,0.57%,0.42%,0.00%,0.14%,1.41%,100.00%,67.89%,18.39%,4.38%,PAN,MORENA,PRI,67.89%,4.38%,1.13%,0.99%,2.97%,19.09%,3.54%,100.00%,67.89%,19.09%,4.38%,PAN,MORENA_PT,PRI
